data,logradouro,veiculo,latitude,longitude
2016-11-28,AVENIDA MARGINAL DIREITA ANCHIETA,PEDESTRE,-23.627407,-46.598182
2016-11-28,SP 270,PEDESTRE,-23.5864991011,-46.7566295413
2016-11-28,RUA DO ORATORIO,MOTOCICLETA,-23.568488,-46.585249
2016-11-28,RUA GENERAL ROCHA CALADO,MOTOCICLETA,-23.555441,-46.416668
2016-11-27,VIADUTO ANTARTICA,CAMINHAO,-23.526137,-46.672202
2016-11-27,ESTRADA DA BARONESA,MOTOCICLETA,-23.686641,-46.755233
2016-11-27,RUA IPIRANGA,PEDESTRE,-23.633755,-46.667693
2016-11-27,NAO DISPONIVEL,PEDESTRE,NA,NA
2016-11-27,ESTRADA DO M BOI MIRIM,MOTOCICLETA,-23.677569,-46.761561
2016-11-26,AVENIDA DONA BELMIRA MARIN,MOTOCICLETA,-23.754492,-46.672726
2016-11-25,AVENIDA DONA BELMIRA MARIN,PEDESTRE,-23.743333,-46.691618
2016-11-25,RUA JOSE BARROS MAGALDI,MOTOCICLETA,-23.671197,-46.740816
2016-11-24,SP 270,PEDESTRE,-23.5835285216,-46.7784900701
2016-11-24,RUA BENTO RODRIGUES,PEDESTRE,-23.687211,-46.769245
2016-11-23,AVENIDA JABAQUARA,BICICLETA,-23.626546,-46.641471
2016-11-23,AVENIDA DOUTOR FELIPE PINEL,MOTOCICLETA,-23.473291,-46.735249
2016-11-23,RUA GASPAR VIANA,MOTOCICLETA,-23.569884,-46.531654
2016-11-23,AVENIDA JACU PESSEGO NOVA TRABALHADORES,MOTOCICLETA,-23.556885,-46.445377
2016-11-23,RUA MARIA AMALIA LOPES AZEVEDO,BICICLETA,-23.460567,-46.622561
2016-11-20,AVENIDA SANTO AMARO,MOTOCICLETA,-23.631761,-46.691532
2016-10-12,AVENIDA ARRAIS DO ARAGUAIA,MOTOCICLETA,-23.590149,-46.506697
2016-11-23,SP 015,MOTOCICLETA,-23.519187,-46.747256
2016-11-22,SP 270,PEDESTRE,-23.5794724115,-46.7285424449
2016-11-22,NAO DISPONIVEL,PEDESTRE,NA,NA
2016-11-22,RUA CAMPO NOVO DO SUL,PEDESTRE,-23.639457,-46.745372
2016-11-20,SP 330,MOTOCICLETA,-23.4304119625,-46.7869829217
2016-11-20,RUA IPOEMA,PEDESTRE,-23.597851,-46.495959
2016-11-20,AVENIDA DO ESTADO,MOTOCICLETA,-23.553804,-46.625004
2016-11-20,ESTRADA DAS TAIPAS,AUTOMOVEL,-23.445768,-46.735947
2016-11-19,RUA ROSAS DE MAIO,MOTOCICLETA,-23.622812216,-46.497980601
2016-11-18,AVENIDA WALDEMAR CARLOS PEREIRA,PEDESTRE,-23.549608,-46.508591
2016-11-16,RUA ANDORINHA DOS BEIRAIS,MOTOCICLETA,-23.677303,-46.794211
2016-11-15,RUA SANTO ANDRE AVELINO,AUTOMOVEL,-23.637836,-46.463988
2016-09-16,RUA LAGOA SALGADA,PEDESTRE,-23.535219,-46.454563
2016-11-15,AVENIDA PRESIDENTE JOAO GOULART,PEDESTRE,-23.721509,-46.688556
2016-11-13,AVENIDA MORUMBI,PEDESTRE,-23.607513,-46.712522
2016-11-13,NAO DISPONIVEL,PEDESTRE,NA,NA
2016-11-13,AVENIDA ALCANTARA MACHADO,AUTOMOVEL,-23.552339,-46.610237
2016-11-11,RUA MIGUEL TELES,PEDESTRE,-23.507297,-46.709248
2016-11-11,AVENIDA DOUTOR FRANCISCO MESQUITA,NAO DISPONIVEL,-23.600031,-46.577605
2016-11-10,AVENIDA RAGUEB CHOHFI,PEDESTRE,-23.595995,-46.452769
2016-11-10,AVENIDA PROFESSOR EDGAR SANTOS,PEDESTRE,-23.547759,-46.500535
2016-11-10,AVENIDA ELISIO TEIXEIRA LEITE,PEDESTRE,-23.441043,-46.716878
2016-11-08,AVENIDA SENADOR TEOTONIO VILELA,PEDESTRE,-23.745807,-46.707396
2016-11-08,AVENIDA SENADOR TEOTONIO VILELA,MOTOCICLETA,-23.745807,-46.707396
2016-11-09,PONTE DA CASA VERDE,CAMINHAO,-23.515811,-46.653873
2016-11-09,RUA PIRASSUNUNGA,BICICLETA,-23.558445,-46.580341
2016-11-09,AVENIDA CIDADE JUDAIDET MARJAYOUN,NAO DISPONIVEL,-23.7128296643,-46.629458512
2016-11-08,RUA PEDRO RABELO,PEDESTRE,-23.585071,-46.507635
2016-11-08,RUA GENERAL IRULEGUI CUNHA,MOTOCICLETA,-23.583796,-46.561734
2016-09-16,AVENIDA DO ESTADO,MOTOCICLETA,-23.572189,-46.604364
2016-11-07,AVENIDA PROFESSOR VICENTE RAO,AUTOMOVEL,-23.633026,-46.680975
2016-10-29,NAO DISPONIVEL,NAO DISPONIVEL,NA,NA
2016-11-05,AVENIDA DOS METALURGICOS,PEDESTRE,-23.60302,-46.397919
2016-11-06,AVENIDA NOVA CANTAREIRA,MOTOCICLETA,-23.479672,-46.611454
2016-11-04,AVENIDA NOVE DE JULHO,PEDESTRE,-23.567288,-46.659396
2016-11-06,AVENIDA MUTINGA,AUTOMOVEL,-23.48807,-46.748348
2016-11-06,AVENIDA FRANCISCO DE PAULA QUINTANILHA RIBEIRO,PEDESTRE,-23.6535008056,-46.6449106544
2016-11-05,BR 381,PEDESTRE,-23.4576969624,-46.5713130384
2016-11-05,AVENIDA ARICANDUVA,MOTOCICLETA,-23.547998,-46.526049
2016-11-03,RUA CORONEL JOSE EUSEBIO,MOTOCICLETA,-23.550941641,-46.65975582
2016-10-28,BR 381,PEDESTRE,-23.4688944258,-46.5695179214
2016-09-05,AVENIDA MARECHAL TITO,AUTOMOVEL,-23.497683,-46.398491
2016-11-03,RUA CORONEL JOSE EUSEBIO,MOTOCICLETA,-23.550941641,-46.65975582
2016-11-02,AVENIDA VILA EMA,AUTOMOVEL,-23.580774,-46.560233
2016-11-02,RUA FRIEDRICH VON VOITH,MOTOCICLETA,-23.444467,-46.740291
2016-06-17,AVENIDA ARQUITETO VILANOVA ARTIGAS,MOTOCICLETA,-23.605169,-46.503374
2016-11-01,AVENIDA YERVANT KISSAJIKIAN,PEDESTRE,-23.682056,-46.652427
2016-10-31,AVENIDA PEDROSO DE MORAIS,PEDESTRE,-23.55907,-46.69718
2016-10-30,RUA SERGIO TOMAS,AUTOMOVEL,-23.520622,-46.644527
2016-10-30,RUA PROFESSOR LEONIDIO ALLEGRETI,PEDESTRE,-23.535544,-46.443817
2016-10-30,ESTRADA DO SCHMIDT,MOTOCICLETA,-23.7765329790817,-46.6595695361224
2016-07-15,BR 116,MOTOCICLETA,-23.504575,-46.568356
2016-10-29,AVENIDA INTERLAGOS,AUTOMOVEL,-23.660829,-46.679489
2016-10-29,AVENIDA PROFESSOR CARDOSO DE MELO,MOTOCICLETA,-23.697309,-46.633632
2016-10-28,AVENIDA DONA BELMIRA MARIN,PEDESTRE,-23.742165,-46.691924
2016-10-28,RUA DOM AMARAL MOUSINHO,MOTOCICLETA,-23.50747,-46.666815
2016-10-27,RUA ALBERGATI CAPACELLI,BICICLETA,-23.746087,-46.78062
2016-10-25,AVENIDA PAES DE BARROS,PEDESTRE,-23.562184,-46.598283
2016-01-14,RUA PADRE JOSINO DE MORAIS,MOTOCICLETA,-23.611454,-46.425972
2015-01-11,RUA PADRE JOSINO DE MORAIS,MOTOCICLETA,-23.611433,-46.426016
2016-10-24,AVENIDA DOUTOR ASSIS RIBEIRO,BICICLETA,-23.485423,-46.486514
2016-08-28,ESTRADA DOM JOAO NERY,PEDESTRE,-23.526463,-46.39771
2016-10-24,RUA INTERATIVA,MOTOCICLETA,-23.446409,-46.710122
2016-10-24,NAO DISPONIVEL,AUTOMOVEL,NA,NA
2016-10-23,AVENIDA ESCOLA POLITECNICA,MOTOCICLETA,-23.568268,-46.75756
2016-10-23,RUA SANTA CRUZ DO MONTE CASTELO,MOTOCICLETA,-23.446332,-46.691456
2016-10-23,RUA CATLEIAS,PEDESTRE,-23.483834,-46.459543
2016-09-08,SP 270,MOTOCICLETA,NA,NA
2016-10-22,SP 348,AUTOMOVEL,-23.4496719455,-46.7547362084
2016-10-22,SP 348,AUTOMOVEL,-23.4496719455,-46.7547362084
2016-10-22,SP 348,AUTOMOVEL,-23.4496719455,-46.7547362084
2016-10-20,AVENIDA REBOUCAS,PEDESTRE,-23.565465,-46.680333
2016-10-15,RUA ANDRE DE ALMEIDA,AUTOMOVEL,-23.5941336114,-46.4793114143
2016-10-21,RUA CONSELHEIRO MOREIRA DE BARROS,PEDESTRE,-23.486621,-46.638917
2016-10-20,AVENIDA PRESTES MAIA,MOTOCICLETA,-23.541886626,-46.634477461
2016-10-20,ALAMEDA EDUARDO PRADO,AUTOMOVEL,-23.531589,-46.650603
2016-10-19,NAO DISPONIVEL,NAO DISPONIVEL,NA,NA
2016-10-19,ESTRADA DE MOGI DAS CRUZES,MOTOCICLETA,-23.514224,-46.495287
2016-10-18,RUA DAS JUNTAS PROVISORIAS,MOTOCICLETA,-23.595075,-46.597618
2016-10-17,ESTRADA ENGENHEIRO MARSILAC,MOTOCICLETA,-23.831685,-46.731033
2016-10-16,AVENIDA CELSO GARCIA,PEDESTRE,-23.537643,-46.606418
2016-10-16,AVENIDA CELSO GARCIA,PEDESTRE,-23.537643,-46.606418
2016-10-16,RUA AVIACAO,MOTOCICLETA,-23.508249,-46.626523
2016-10-16,AVENIDA JACU PESSEGO NOVA TRABALHADORES,PEDESTRE,-23.5248624,-46.457778
2016-10-15,AVENIDA RIO DAS PEDRA,AUTOMOVEL,-23.558668,-46.521445
2016-10-14,RUA ITUVERAVA,PEDESTRE,-23.58641,-46.584611
2016-10-06,AVENIDA GUARAPIRANGA,PEDESTRE,-23.666152,-46.715686
2016-10-05,RUA BARAO DE TATUI,PEDESTRE,-23.539597,-46.654388
2016-10-12,AVENIDA ATLANTICA,MOTOCICLETA,-23.703618,-46.714807
2016-10-11,PRACA GIOVANI FIANI,PEDESTRE,-23.507572,-46.490112
2016-10-12,AVENIDA SAPOPEMBA,PEDESTRE,-23.613106,-46.492525
2016-10-12,AVENIDA ARRAIS DO ARAGUAIA,MOTOCICLETA,-23.590149,-46.506697
2016-10-11,SP 348,CAMINHAO,-23.4076962846,-46.7675066692
2016-10-11,SP 270,PEDESTRE,-23.5831970073,-46.7751290889
2016-10-11,AVENIDA ANTONIO ESTEVAO DE CARVALHO,MOTOCICLETA,-23.529853,-46.503901
2016-10-11,RUA AMADEU MASSAROTO,AUTOMOVEL,-23.610026,-46.489866
2016-10-10,AVENIDA PROFESSOR FRANCISCO MORATO,MOTOCICLETA,-23.605155,-46.746008
2016-10-09,NAO DISPONIVEL,BICICLETA,NA,NA
2016-10-09,AVENIDA ALCANTARA MACHADO,AUTOMOVEL,-23.551233,-46.60874
2016-10-09,SP 015,MOTOCICLETA,-23.517809,-46.638842
2016-10-08,AVENIDA IBIRAPUERA,PEDESTRE,-23.60561,-46.664023
2016-10-08,AVENIDA RIO DAS PEDRAS,AUTOMOVEL,-23.580307,-46.501352
2016-10-08,AVENIDA MARGINAL ESQUERDA ANCHIETA,PEDESTRE,-23.626517,-46.598734
2016-10-08,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,MOTOCICLETA,-23.406528,-46.734974
2016-10-07,AVENIDA NAGIB FARAH MALUF,MOTOCICLETA,-23.543268,-46.434359
2016-10-07,RUA CORONEL SILVERIO MAGALHAES,MOTOCICLETA,-23.628645,-46.622123
2016-10-06,AVENIDA NOSSA SENHORA DO SABARA,MOTOCICLETA,-23.684677,-46.680842
2016-10-05,NAO DISPONIVEL,PEDESTRE,NA,NA
2016-09-23,RUA GIOVANNI BONONCINI,PEDESTRE,-23.735843,-46.696244
2016-10-04,RUA BENEDITO OTONI,PEDESTRE,-23.530823,-46.493554
2016-10-03,SP 270,PEDESTRE,-23.5850323395,-46.7423243349
2016-10-03,AVENIDA FIORELLI PECCICACCO,PEDESTRE,-23.404653,-46.750376
2016-10-03,RUA PIO XI,AUTOMOVEL,-23.540361,-46.713844
2016-10-03,AVENIDA MIGUEL CONEJO,AUTOMOVEL,-23.496918,-46.692832
2016-10-02,AVENIDA CORONEL SEZEFREDO FAGUNDES,PEDESTRE,-23.40452,-46.581977
2016-10-02,AVENIDA UTARO KANAI,PEDESTRE,-23.566877,-46.400485
2016-09-20,AVENIDA INTERLAGOS,PEDESTRE,-23.696023,-46.699947
2016-10-02,AVENIDA CORONEL SEZEFREDO FAGUNDES,AUTOMOVEL,-23.40452,-46.581977
2016-10-02,AVENIDA UTARO KANAI,PEDESTRE,-23.566877,-46.400485
2016-10-02,AVENIDA SENADOR TEOTONIO VILELA,AUTOMOVEL,-23.7639838231612,-46.7163822346097
2016-10-02,RUA ITAMONTE,PEDESTRE,-23.486652,-46.574411
2016-10-01,RUA JOSE FRANCISCO BRANDAO,BICICLETA,-23.593692,-46.393207
2016-10-01,RUA MARIA AMALIA LOPES AZEVEDO,AUTOMOVEL,-23.460062,-46.620773
2016-09-30,NAO DISPONIVEL,AUTOMOVEL,NA,NA
2016-09-28,AVENIDA DOUTOR ANTONIO MARIA DE LAET,MOTOCICLETA,-23.468177,-46.59519
2016-09-25,AVENIDA EDU CHAVES,PEDESTRE,-23.473606,-46.570935
2016-09-27,RUA EPIACABA,MOTOCICLETA,-23.632899,-46.687927
2016-09-26,AVENIDA BRIGADEIRO FARIA LIMA,MOTOCICLETA,-23.570201,-46.691175
2016-09-26,AVENIDA DO RIO PEQUENO,MOTOCICLETA,-23.563249,-46.748089
2016-09-25,RUA ANDORINHA PEQUENA,MOTOCICLETA,-23.677711,-46.79928
2016-09-25,AVENIDA ORATORIO,AUTOMOVEL,-23.603427,-46.526232
2016-09-25,AVENIDA DEPUTADO EMILIO CARLOS,PEDESTRE,-23.481454,-46.672949
2016-09-25,AVENIDA CORONEL SEZEFREDO FAGUNDES,AUTOMOVEL,-23.416751,-46.585491
2016-09-25,AVENIDA SENADOR TEOTONIO VILELA,MOTOCICLETA,-23.746006,-46.707579
2016-09-25,AVENIDA TUCURUVI,PEDESTRE,-23.480615,-46.606197
2016-09-25,AVENIDA SENADOR TEOTONIO VILELA,MOTOCICLETA,-23.746006,-46.707579
2016-09-24,RUA TRISTAO DE ALENCAR ARARIPE JUNIOR,PEDESTRE,-23.602448,-46.515857
2016-09-24,AVENIDA PROFESSOR ABRAAO DE MORAIS,PEDESTRE,-23.631342,-46.629587
2016-09-24,RUA MAJOR LUCIO DIAS RAMOS,MOTOCICLETA,-23.769137,-46.682155
2016-09-24,RUA ESTRELA DE ATENAS,PEDESTRE,-23.456853,-46.57591
2016-09-24,RUA TRISTAO DE ALENCAR ARARIPE JUNIOR,AUTOMOVEL,-23.602448,-46.515857
2016-09-23,AVENIDA SENADOR TEOTONIO VILELA,PEDESTRE,-23.75848,-46.714982
2016-09-23,ESTRADA DE ITAPECERICA,PEDESTRE,-23.648549,-46.749164
2016-09-23,AVENIDA ALDA,MOTOCICLETA,-23.701013,-46.627783
2016-09-22,RUA CAPITAO PACHECO E CHAVES,PEDESTRE,-23.5814415829,-46.5958132615
2016-09-22,ESTRADA DE ITAPECERICA,MOTOCICLETA,-23.644072,-46.74332
2016-09-21,SP 160,CAMINHAO,-23.6630190107,-46.6331449699
2016-09-21,RUA TRES CORACOES,MOTOCICLETA,-23.774342,-46.67575
2016-09-21,RUA MAESTRO CHIAFFARELLI,MOTOCICLETA,-23.576216,-46.666144
2016-09-21,RUA IPOTI,PEDESTRE,-23.643784,-46.652097
2016-09-21,AVENIDA SENADOR TEOTONIO VILELA,PEDESTRE,-23.731368,-46.69792
2016-09-20,AVENIDA JOSE PINHEIRO BORGES,PEDESTRE,-23.527947,-46.446196
2016-09-19,SP 330,PEDESTRE,-23.4123691034,-46.8089432725
2016-09-19,SP 015,MOTOCICLETA,-23.629694,-46.716716
2016-09-19,AVENIDA WASHINGTON LUIS,AUTOMOVEL,-23.652408,-46.67922
2016-09-19,RUA JOSE HOMERO,AUTOMOVEL,-23.667659,-46.677941
2016-09-18,TRAVESSA PADRE DE MANACA,MOTOCICLETA,-23.611445,-46.444335
2016-09-18,AVENIDA POMPEIA,MOTOCICLETA,-23.538982,-46.690871
2016-09-17,ESTRADA DO M BOI MIRIM,AUTOMOVEL,-23.713792,-46.781898
2016-09-17,ESTRADA DO M BOI MIRIM,AUTOMOVEL,-23.713792,-46.781898
2016-08-26,RUA AUSONIA,PEDESTRE,-23.476535,-46.606588
2016-09-17,RUA DOM PEDRO I,PEDESTRE,-23.614603,-46.593428
2016-09-16,AVENIDA CELSO GARCIA,PEDESTRE,-23.538521,-46.603678
2016-09-15,RUA CINEASTA ALBERTO CAVALCANTI,MOTOCICLETA,-23.57968,-46.769813
2016-09-13,RUA SAO VITORIO,PEDESTRE,-23.546978,-46.495795
2016-09-15,ESTRADA DO ALVARENGA,PEDESTRE,-23.69956,-46.646828
2016-09-15,RUA SILVA BUENO,PEDESTRE,-23.57922,-46.602471
2016-08-30,RUA JOSE PORFIRIO DE SOUZA,BICICLETA,-23.602861,-46.782057
2016-09-14,RUA GRACIOSA POLESI PEIXOTO,PEDESTRE,-23.514235,-46.465004
2016-06-18,AVENIDA DONA BELMIRA MARIN,PEDESTRE,-23.733723,-46.696299
2016-09-10,AVENIDA GOVERNADOR CARVALHO PINTO,MOTOCICLETA,-23.513528,-46.527222
2016-09-10,RUA CINCO DE OUTUBRO,PEDESTRE,-23.664347,-46.639642
2016-09-10,AVENIDA ITABERABA,PEDESTRE,-23.483918,-46.763975
2016-09-09,SP 015,MOTOCICLETA,-23.516317,-46.727584
2016-09-09,AVENIDA INTERLAGOS,AUTOMOVEL,-23.685639,-46.693046
2016-09-09,AVENIDA INTERLAGOS,AUTOMOVEL,-23.685639,-46.693046
2016-09-05,AVENIDA DOUTOR JOSE ARTUR NOVA,PEDESTRE,-23.479914,-46.428929
2016-04-06,RUA JOY ARRUDA,PEDESTRE,-23.4794770795,-46.7128355097
2016-09-05,AVENIDA ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA,MOTOCICLETA,-23.590257,-46.767625
2016-09-07,SP 070,PEDESTRE,-23.5206268843,-46.5554425755
2016-09-07,SPA 015/330,NAO DISPONIVEL,-23.494480439,-46.756489125
2016-09-07,RUA FAGUNDES,PEDESTRE,-23.559492,-46.636545
2016-07-31,AVENIDA SAO MIGUEL,PEDESTRE,-23.5115455374,-46.502188647
2016-09-06,ESTRADA DE ITAPECERICA,AUTOMOVEL,-23.656968,-46.763975
2016-09-05,AVENIDA GUIDO CALOI,MOTOCICLETA,-23.656661,-46.724477
2016-09-05,AVENIDA AGUIA DE HAIA,PEDESTRE,-23.513534,-46.476798
2016-09-05,AVENIDA JOSE PINHEIRO BORGES,PEDESTRE,-23.539146779,-46.470784436
2016-06-15,AVENIDA SENADOR TEOTONIO VILELA,PEDESTRE,-23.745759,-46.707394
2016-09-05,AVENIDA DEPUTADO CANTIDIO SAMPAIO,AUTOMOVEL,-23.441695,-46.707539
2016-09-04,AVENIDA HEBE CAMARGO,MOTOCICLETA,-23.616197,-46.721033
2016-09-03,AVENIDA INTERLAGOS,PEDESTRE,-23.685639,-46.693046
2016-09-03,RUA RUI AMARAL LEMOS,PEDESTRE,-23.569937,-46.76237
2016-09-03,AVENIDA GIOVANNI GRONCHI,MOTOCICLETA,-23.626786,-46.586633
2016-09-03,RUA DO GASOMETRO,PEDESTRE,-23.543896,-46.621368
2016-08-19,RUA TOMAZINA,PEDESTRE,-23.610979,-46.634322
2016-09-03,AVENIDA DOS BANDEIRANTES,MOTOCICLETA,-23.617792,-46.661167
2016-09-03,RUA MARIA CLARA DA SILVA SANTANA,PEDESTRE,-23.657285,-46.780602
2016-09-01,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,NAO DISPONIVEL,-23.441127,-46.720808
2016-08-31,SP 070,MOTOCICLETA,-23.5109925786,-46.5551488697
2016-08-31,RUA JOAO CACHOEIRA,PEDESTRE,-23.586919,-46.677148
2016-08-31,AVENIDA MARECHAL TITO,MOTOCICLETA,-23.494479,-46.390288
2016-08-24,AVENIDA PADRE ORLANDO GARCIA DA SILVEIRA,MOTOCICLETA,-23.467681,-46.678684
2016-08-29,BR 381,AUTOMOVEL,-23.425223855,-46.573645379
2016-08-29,ESTRADA DAS LAGRIMAS,MOTOCICLETA,-23.619304,-46.592445
2016-08-29,RUA ABILHO CESAR,PEDESTRE,-23.686585,-46.780218
2016-08-29,RUA PAULINO VITAL DE MORAES,MOTOCICLETA,-23.661054,-46.764861
2016-05-29,AVENIDA DEZENOVE DE JANEIRO,PEDESTRE,-23.558505,-46.521979
2016-08-28,AVENIDA ALBERTO BYINGTON,AUTOMOVEL,-23.504587,-46.591803
2016-08-27,AVENIDA ALBERTO CAMUS,AUTOMOVEL,-23.568827,-46.524698
2016-08-27,RUA DA INDEPENDENCIA,PEDESTRE,-23.5674757286,-46.6140855874
2016-08-26,RUA SEPINS,PEDESTRE,-23.660557,-46.644089
2016-08-26,RUA LUIS GAMA,PEDESTRE,-23.562051,-46.621605
2016-05-24,ESTRADA DO M BOI MIRIM,PEDESTRE,-23.721983,-46.785029
2016-08-26,RUA INACIO MONTEIRO,MOTOCICLETA,-23.581738,-46.38719
2016-08-19,AVENIDA GUARUJA,PEDESTRE,-23.692421,-46.790186
2016-08-26,AVENIDA JABAQUARA,PEDESTRE,-23.628734,-46.644834
2016-08-13,RUA DOS TRILHOS,PEDESTRE,-23.552992,-46.603265
2016-08-25,ESTRADA SAO PAULO JUNDIAI,AUTOMOVEL,-23.423726,-46.75264
2016-08-25,ESTRADA ENGENHEIRO MARSILAC,PEDESTRE,-23.828571,-46.73118
2016-07-27,RUA RODRIGUES DE MEDEIROS,PEDESTRE,-23.696508,-46.658209
2016-08-20,AVENIDA SENADOR TEOTONIO VILELA,PEDESTRE,-23.7647,-46.71673
2016-07-06,AVENIDA JARDIM JAPAO,AUTOMOVEL,-23.488598,-46.576212
2016-08-23,SP 021,MOTOCICLETA,-23.7906052732,-46.6431722254
2016-08-07,ESTRADA DE ITAPECERICA,PEDESTRE,-23.642969,-46.736825
2016-08-23,AVENIDA ATLANTICA,MOTOCICLETA,-23.707624,-46.712682
2016-08-21,AVENIDA ELISEU DE ALMEIDA,PEDESTRE,-23.577741,-46.715031
2016-08-02,SP 015,PEDESTRE,-23.634122,-46.717518
2016-08-20,ESTRADA DA BARONESA,AUTOMOVEL,-23.713621,-46.770812
2016-08-20,RUA ANECY ROCHA,PEDESTRE,-23.601766,-46.438265
2016-08-20,AVENIDA ESTRELA DA NOITE,PEDESTRE,-23.493358,-46.411883
2016-08-20,AVENIDA JACU PESSEGO NOVA TRABALHADORES,PEDESTRE,-23.529062,-46.457385
2016-08-20,RUA ANTONIO CESAR NETO,PEDESTRE,-23.462306,-46.582995
2016-08-20,RUA JOAO ALVES DE ALMEIDA,PEDESTRE,-23.710277,-46.622034
2016-08-07,RUA JOAQUIM DE OLIVEIRA FREITAS,AUTOMOVEL,-23.490967,-46.744939
2016-08-16,SP 070,MOTOCICLETA,-23.5010436686,-46.5383080622
2016-07-24,AVENIDA DEZENOVE DE JANEIRO,PEDESTRE,-23.557843,-46.522599
2016-08-18,RUA EVARISTO ROQUE,AUTOMOVEL,-23.476337,-46.653139
2016-08-18,AVENIDA PAULO LINCOLN DO VALE PONTIM,MOTOCICLETA,-23.45997,-46.585517
2016-06-28,RUA JOAQUIM DE OLIVEIRA FREITAS,MOTOCICLETA,-23.466892,-46.692177
2016-08-16,AVENIDA VITOR MANZINI,PEDESTRE,-23.663634,-46.708219
2016-08-12,AVENIDA JOAO DOS SANTOS ABREU,PEDESTRE,-23.483268,-46.663308
2016-08-16,RUA POLYANTHEA,PEDESTRE,-23.454717,-46.575666
2016-08-16,AVENIDA ALCANTARA MACHADO,PEDESTRE,-23.548339,-46.602901
2016-08-15,BR 381,PEDESTRE,-23.4493338641,-46.5695718808
2016-08-15,BR 381,PEDESTRE,-23.4493338641,-46.5695718808
2016-08-15,BR 381,PEDESTRE,-23.4493338641,-46.5695718808
2016-08-15,SP 015,MOTOCICLETA,-23.528267,-46.587991
2016-08-15,SP 015,MOTOCICLETA,-23.528267,-46.587991
2016-08-14,RUA INACIO MONTEIRO,PEDESTRE,-23.56425,-46.41164
2016-08-14,AVENIDA PRESTES MAIA,PEDESTRE,-23.542992,-46.635051
2016-08-14,RUA FERNAO MENDES PINTO,MOTOCICLETA,-23.49143,-46.489565
2016-08-14,AVENIDA GENERAL MAC ARTHUR,MOTOCICLETA,-23.55299,-46.747535
2016-08-14,RUA BITTENCOURT RODRIGUES,PEDESTRE,-23.549658,-46.630839
2016-08-14,ESTRADA DO BARRO BRANCO,MOTOCICLETA,-23.762748,-46.673807
2016-08-13,SP 270,PEDESTRE,-23.5732594135,-46.7123414071
2016-08-13,RUA LUIS MATEUS,AUTOMOVEL,-23.560564,-46.420334
2016-08-07,SP 021,AUTOMOVEL,NA,NA
2016-08-13,AVENIDA MARECHAL TITO,MOTOCICLETA,-23.495032052,-46.437131813
2016-08-13,AVENIDA CELSO GARCIA,PEDESTRE,-23.539618,-46.609991
2016-07-12,AVENIDA ALCANTARA MACHADO,MOTOCICLETA,-23.54659,-46.60044
2016-06-03,AVENIDA FARIA LIMA,PEDESTRE,-23.571358,-46.690454
2016-08-12,RUA GUAIPA,AUTOMOVEL,-23.521587,-46.734139
2016-08-12,AVENIDA GUARAPIRANGA,PEDESTRE,-23.666602,-46.720113
2016-08-12,AVENIDA JOAO XXIII,PEDESTRE,-23.5703989538,-46.5400412596
2016-08-11,RUA SANTA MARIA DO CAMBUCA,AUTOMOVEL,-23.597937,-46.528644
2016-08-11,AVENIDA CAMPANELLA,PEDESTRE,-23.5366522203,-46.4696397911
2016-08-11,AVENIDA DO CURSINO,MOTOCICLETA,-23.646613,-46.613872
2016-08-11,AVENIDA SAO MIGUEL,MOTOCICLETA,-23.512747,-46.515357
2016-08-10,NAO DISPONIVEL,BICICLETA,NA,NA
2016-08-10,VIADUTO ENGENHEIRO ALBERTO BADRA,AUTOMOVEL,-23.53925,-46.543546
2016-08-10,ESTRADA DE ITAPECERICA,MOTOCICLETA,-23.644111,-46.742775
2016-07-28,AVENIDA ZAKI NARCHI,PEDESTRE,-23.510136,-46.618581
2016-08-10,AVENIDA PROFESSOR VICENTE RAO,PEDESTRE,-23.628897,-46.684761
2016-08-10,AVENIDA INTERLAGOS,MOTOCICLETA,-23.695274,-46.699718
2016-08-08,NAO DISPONIVEL,PEDESTRE,NA,NA
2016-06-25,RUA DOM TOMAS DE NORONHA,AUTOMOVEL,-23.450391,-46.681176
2016-08-07,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,MOTOCICLETA,-23.668958,-46.633992
2016-08-07,AVENIDA ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA,AUTOMOVEL,-23.578029,-46.748129
2016-08-07,SP 015,AUTOMOVEL,-23.527038,-46.572858
2016-08-07,ESTRADA DA BARONESA,AUTOMOVEL,-23.702451,-46.77219
2016-08-07,RUA CIRO SOARES DE ALMEIDA,PEDESTRE,-23.511909,-46.574904
2016-07-29,AVENIDA INTERLAGOS,PEDESTRE,-23.695067,-46.699641
2016-08-07,AVENIDA MIGUEL STEFNO,PEDESTRE,-23.647659405,-46.624479329
2016-08-07,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,MOTOCICLETA,-23.668958,-46.633992
2016-08-06,ESTRADA DO M BOI MIRIM,MOTOCICLETA,-23.722323,-46.785243
2016-08-06,RUA ALVARENGA,MOTOCICLETA,-23.565721526,-46.711299612
2016-08-06,AVENIDA PAULO GUILGUER REIMBERG,MOTOCICLETA,-23.7693,-46.715074
2016-08-06,VIADUTO JABAQUARA,PEDESTRE,-23.631664137,-46.646520965
