ano,mes,tipo_veiculo,frota
2003,3,motoneta,44976
2003,1,side-car,31
2003,3,automovel,3287619
2003,1,ciclomotor,2176
2003,3,micro-onibus,26348
2005,3,bonde,17
2005,2,caminhao,119004
2005,3,motoneta,49855
2005,4,camioneta,298941
2020,4,reboque,54929
2020,3,reboque,54941
2020,3,automovel,5902755
2020,4,motocicleta,1022025
2020,4,trator esteira,5
2020,2,chassi plataforma,201
2011,4,side-car,87
2011,3,ciclomotor,2557
2011,3,motocicleta,716117
2011,2,micro-onibus,31440
2011,2,trator esteira,5
2004,12,onibus,33912
2004,11,triciclo,175
2004,10,ciclomotor,2367
2004,10,quadriciclo,25
2004,12,chassi plataforma,675
2023,11,caminhao,145702
2023,10,motoneta,236425
2023,9,triciclo,1719
2023,11,automovel,6223518
2023,10,camioneta,534514
2023,11,camioneta,540357
2023,11,utilitario,213223
2023,10,caminhonete,590242
2023,11,semi-reboque,49639
2023,10,caminhao trator,36533
2023,11,chassi plataforma,200
2008,3,onibus,38188
2008,2,motoneta,68252
2008,1,automovel,4027811
2008,3,utilitario,21678
2008,1,utilitario,20305
2008,1,caminhonete,227338
2008,3,trator rodas,1869
2008,3,chassi plataforma,787
2008,4,bonde,23
2008,4,motoneta,71542
2008,5,triciclo,258
2008,6,ciclomotor,2505
2023,6,onibus,50878
2023,7,outros,1145
2023,7,automovel,6176807
2023,8,automovel,6187572
2023,6,camioneta,529094
2023,8,camioneta,532380
2023,6,micro-onibus,41459
2023,8,micro-onibus,41554
2023,7,semi-reboque,48662
2023,7,trator esteira,5
2012,12,bonde,8
2012,10,outros,291
2012,10,automovel,4832117
2012,11,caminhao trator,18714
2012,11,chassi plataforma,263
2004,7,bonde,17
2004,9,camioneta,310206
2004,8,ciclomotor,2355
2004,9,semi-reboque,19914
2004,9,trator esteira,3
2008,12,side-car,87
2008,12,caminhao trator,17206
2008,11,caminhao trator,17217
2007,10,reboque,37001
2007,11,caminhao,128713
2007,12,motoneta,67425
2007,11,motoneta,66793
2007,9,motoneta,65221
2007,10,motoneta,66144
2007,9,side-car,80
2007,10,automovel,3977398
2007,10,utilitario,18425
2007,10,motocicleta,493338
2007,10,micro-onibus,27246
2007,11,chassi plataforma,813
2021,3,side-car,93
2021,2,triciclo,1420
2021,3,triciclo,1432
2021,4,automovel,5978740
2021,3,automovel,5974692
2021,1,camioneta,493436
2021,2,utilitario,169599
2021,1,motocicleta,1056106
2021,2,semi-reboque,42321
2021,2,trator esteira,5
2021,3,trator esteira,5
2021,1,chassi plataforma,200
2021,4,chassi plataforma,200
2021,11,outros,952
2021,9,caminhao,140746
2021,10,motoneta,200159
2021,9,motoneta,199040
2021,9,side-car,93
2021,9,motocicleta,1084985
2021,10,quadriciclo,45
2021,9,semi-reboque,43911
2023,4,bonde,8
2023,4,reboque,62625
2023,3,caminhonete,569815
2023,3,quadriciclo,48
2023,4,semi-reboque,48021
2023,4,trator rodas,3685
2023,5,trator esteira,5
2023,3,caminhao trator,35626
2023,5,caminhao trator,35805
2023,2,chassi plataforma,200
2010,5,motoneta,89295
2010,5,camioneta,273493
2010,5,ciclomotor,2581
2010,3,ciclomotor,2576
2010,5,quadriciclo,22
2010,3,chassi plataforma,392
2013,6,bonde,8
2013,6,automovel,4907612
2016,4,outros,584
2016,3,caminhao,125055
2016,4,caminhao,125388
2016,3,motoneta,140081
2016,2,side-car,90
2016,3,camioneta,407735
2016,2,semi-reboque,36562
2016,2,caminhao trator,23124
2016,4,caminhao trator,23640
2006,1,bonde,29
2006,1,motoneta,52096
2006,2,side-car,74
2006,2,triciclo,188
2006,2,motocicleta,373816
2006,2,caminhao trator,13664
2006,6,onibus,34349
2006,4,semi-reboque,21981
2006,5,semi-reboque,22122
2006,6,semi-reboque,22198
2006,4,trator esteira,6
2006,4,chassi plataforma,766
2007,8,bonde,25
2007,6,caminhao,126388
2007,7,caminhao,126834
2007,6,motoneta,62709
2007,6,camioneta,288637
2007,7,motocicleta,471040
2007,8,semi-reboque,24450
2007,6,semi-reboque,24233
2012,4,caminhao,122939
2012,6,ciclomotor,2696
2012,3,utilitario,55969
2012,5,caminhonete,377767
2012,4,micro-onibus,32393
2012,4,trator rodas,2866
2012,5,caminhao trator,18889
2012,6,chassi plataforma,275
2018,12,outros,858
2018,11,automovel,5725613
2018,11,caminhonete,496546
2018,11,motocicleta,958451
2018,10,quadriciclo,39
2018,12,caminhao trator,27597
2011,11,onibus,40597
2011,12,reboque,42059
2011,12,camioneta,311553
2011,11,ciclomotor,2615
2011,11,utilitario,52679
2017,7,reboque,49491
2017,8,camioneta,433518
2017,7,ciclomotor,3741
2017,9,trator esteira,4
2017,7,caminhao trator,25875
2018,2,bonde,8
2018,2,outros,705
2018,3,reboque,50623
2018,3,triciclo,1146
2018,1,automovel,5595634
2018,2,camioneta,443684
2018,2,utilitario,121007
2018,3,motocicleta,932116
2018,1,micro-onibus,38250
2018,2,micro-onibus,38275
2003,8,outros,288
2003,7,ciclomotor,2254
2003,10,ciclomotor,2274
2003,7,motocicleta,273829
2003,8,micro-onibus,27035
2003,10,trator rodas,1492
2003,9,trator esteira,3
2019,4,outros,852
2019,3,outros,854
2019,3,reboque,52454
2019,2,motoneta,166245
2019,3,automovel,5767155
2019,3,quadriciclo,40
2019,2,semi-reboque,38869
2019,2,caminhao trator,27879
2007,4,reboque,36487
2007,3,side-car,80
2007,2,camioneta,290290
2007,4,utilitario,14876
2007,3,quadriciclo,24
2007,3,trator rodas,1742
2007,5,chassi plataforma,818
2018,7,caminhao,131292
2018,5,triciclo,1161
2018,5,automovel,5652834
2018,7,camioneta,455570
2018,6,motocicleta,941734
2018,5,micro-onibus,38479
2018,5,trator esteira,5
2019,8,onibus,46549
2019,5,onibus,46015
2019,8,outros,859
2019,7,side-car,91
2019,7,automovel,5821451
2019,6,camioneta,477164
2019,7,camioneta,478644
2019,6,trator rodas,3285
2019,5,trator esteira,5
2019,5,chassi plataforma,198
2014,4,bonde,8
2014,3,outros,368
2014,4,reboque,44884
2014,6,utilitario,79977
2014,5,utilitario,78980
2017,12,side-car,91
2017,12,automovel,5582546
2017,11,utilitario,118878
2017,10,micro-onibus,38136
2017,10,caminhao trator,26177
2023,1,caminhonete,565539
2015,2,bonde,8
2015,2,onibus,42946
2015,4,reboque,46173
2015,2,reboque,45984
2015,4,caminhao,121234
2015,3,motoneta,130956
2015,4,automovel,5218285
2015,3,semi-reboque,35782
2004,4,bonde,17
2004,3,reboque,33306
2004,3,caminhao,116375
2004,6,motoneta,48298
2004,3,side-car,62
2004,3,automovel,3398911
2004,3,camioneta,312200
2004,4,camioneta,312723
2004,3,caminhonete,115936
2004,4,motocicleta,297011
2004,6,motocicleta,302337
2004,5,micro-onibus,26668
2004,3,semi-reboque,19505
2004,3,trator rodas,1497
2004,6,chassi plataforma,662
2009,7,bonde,13
2009,8,bonde,13
2009,7,reboque,39042
2009,8,caminhao,135726
2009,8,motoneta,83291
2009,8,triciclo,371
2009,6,ciclomotor,2509
2009,5,ciclomotor,2508
2009,6,utilitario,32557
2020,6,outros,873
2020,5,motoneta,178936
2020,7,motoneta,181246
2020,5,utilitario,154125
2020,6,utilitario,155823
2020,7,caminhonete,530353
2020,8,micro-onibus,40562
2020,8,caminhao trator,30919
2022,7,bonde,8
2022,10,onibus,50075
2022,8,caminhao,143526
2022,9,motoneta,215699
2022,8,triciclo,1651
2022,10,triciclo,1664
2022,8,utilitario,194312
2022,7,micro-onibus,41367
2022,10,semi-reboque,47473
2022,8,semi-reboque,47364
2022,7,trator rodas,3600
2022,8,caminhao trator,34856
2005,5,bonde,19
2005,6,bonde,19
2005,7,reboque,35123
2005,7,caminhao,120407
2005,5,triciclo,182
2005,5,camioneta,299325
2005,5,motocicleta,334019
2005,6,semi-reboque,20921
2015,8,onibus,43235
2015,7,outros,515
2015,6,outros,512
2015,6,reboque,46374
2015,6,camioneta,391924
2015,5,motocicleta,847267
2015,6,trator rodas,3078
2015,7,caminhao trator,22269
2022,4,bonde,8
2022,4,onibus,49566
2022,4,side-car,93
2022,3,camioneta,506605
2022,6,motocicleta,1123835
2022,5,quadriciclo,49
2022,4,trator esteira,5
2014,2,bonde,8
2014,2,reboque,44731
2014,2,ciclomotor,3004
2014,2,utilitario,75674
2014,2,micro-onibus,34107
2014,1,micro-onibus,33671
2014,1,chassi plataforma,216
2020,9,caminhao,138240
2020,12,motoneta,186176
2020,9,camioneta,495120
2020,12,utilitario,167846
2020,9,caminhonete,533717
2017,5,bonde,8
2017,3,outros,628
2017,4,outros,626
2017,2,camioneta,425338
2017,3,camioneta,427110
2017,2,caminhonete,464389
2017,5,quadriciclo,37
2017,2,micro-onibus,37924
2017,4,trator rodas,3204
2017,4,caminhao trator,25556
2009,4,bonde,15
2009,3,triciclo,345
2009,2,camioneta,247919
2009,4,motocicleta,618498
2009,2,trator rodas,2108
2009,2,trator esteira,8
2009,2,chassi plataforma,562
2011,5,outros,280
2011,6,motoneta,96583
2011,8,automovel,4702869
2011,5,motocicleta,724591
2011,7,motocicleta,732238
2011,7,chassi plataforma,302
2014,12,triciclo,837
2014,12,camioneta,380618
2014,10,camioneta,376949
2014,12,ciclomotor,3080
2014,10,caminhao trator,20499
2013,4,bonde,8
2013,1,bonde,8
2013,3,onibus,40918
2013,1,outros,291
2013,2,reboque,43442
2013,3,ciclomotor,2849
2021,8,outros,911
2021,8,caminhao,140385
2021,5,side-car,93
2021,5,triciclo,1459
2021,8,triciclo,1487
2021,6,micro-onibus,40906
2021,7,semi-reboque,43331
2021,5,caminhao trator,32414
2021,7,chassi plataforma,200
2010,7,outros,274
2010,6,outros,273
2010,9,outros,282
2010,10,reboque,40510
2010,9,side-car,86
2010,8,side-car,86
2010,7,automovel,4573290
2010,10,camioneta,282174
2010,10,caminhonete,348461
2010,9,motocicleta,692432
2010,7,quadriciclo,22
2010,9,semi-reboque,29583
2010,10,caminhao trator,18219
2006,9,motoneta,56578
2006,10,triciclo,204
2006,9,automovel,3748176
2006,8,automovel,3733743
2006,10,quadriciclo,24
2006,7,trator esteira,6
2006,10,trator esteira,6
2006,10,chassi plataforma,774
2007,1,onibus,35701
2007,1,ciclomotor,2490
2007,1,side-car,80
2007,1,trator esteira,6
2023,12,caminhao trator,36711
2023,12,motocicleta,1231804
2015,10,reboque,46897
2015,10,triciclo,934
2005,12,bonde,24
2005,11,bonde,19
2005,11,onibus,34141
2005,12,outros,245
2005,11,outros,247
2005,12,caminhao,120758
2005,9,side-car,72
2005,10,triciclo,186
2005,12,camioneta,297051
2005,10,ciclomotor,2454
2005,12,caminhonete,159455
2005,11,motocicleta,359778
2005,11,micro-onibus,26350
2009,10,side-car,85
2009,10,camioneta,261363
2009,11,utilitario,35369
2009,11,trator esteira,5
2016,8,outros,604
2016,7,motoneta,143037
2016,8,motoneta,143663
2016,6,triciclo,997
2016,5,triciclo,984
2016,5,automovel,5376932
2016,5,quadriciclo,21
2016,7,micro-onibus,37809
2013,11,bonde,7
2013,10,reboque,44211
2013,9,reboque,44090
2013,8,utilitario,70185
2013,11,caminhonete,398003
2013,8,quadriciclo,22
2013,9,micro-onibus,32777
2013,10,trator rodas,2967
2013,11,caminhao trator,18895
2005,1,automovel,3486358
2009,12,quadriciclo,22
2009,12,reboque,39609
2009,12,micro-onibus,30087
2021,12,reboque,59183
2021,12,trator esteira,5
2019,1,trator rodas,3236
2019,1,semi-reboque,38794
2019,1,onibus,45590
2019,1,camioneta,467012
2015,11,bonde,8
2015,11,side-car,90
2015,11,automovel,5312004
2015,11,ciclomotor,3181
2015,11,caminhonete,444717
2015,11,caminhao trator,22841
2015,12,caminhao trator,22901
2020,1,micro-onibus,39988
2020,1,caminhao,136110
2020,1,trator rodas,3353
2020,1,triciclo,1316
2017,1,quadriciclo,21
2017,1,semi-reboque,37239
2013,12,outros,342
2013,12,quadriciclo,22
2015,1,trator esteira,4
2016,1,quadriciclo,21
2016,1,motocicleta,868394
2022,1,caminhao,141499
2022,2,camioneta,505064
2022,1,camioneta,503924
2019,10,outros,863
2019,10,triciclo,1276
2019,10,ciclomotor,4158
2019,10,trator esteira,5
2011,1,caminhonete,352145
2011,1,semi-reboque,30107
2011,1,chassi plataforma,316
2011,1,motocicleta,707825
2011,9,bonde,9
2011,9,semi-reboque,31503
2012,8,bonde,8
2012,7,camioneta,323857
2012,9,quadriciclo,22
2012,8,trator rodas,2915
2016,11,quadriciclo,21
2016,11,trator esteira,4
2016,11,caminhao trator,24973
2003,4,camioneta,317525
2003,5,utilitario,1559
2003,6,motocicleta,271089
2003,4,motocicleta,266007
2003,6,semi-reboque,19506
2003,6,chassi plataforma,574
2004,1,reboque,33115
2004,2,caminhao,116150
2004,2,triciclo,147
2004,1,caminhonete,113031
2010,2,triciclo,434
2010,1,utilitario,36368
2010,2,caminhonete,334442
2010,1,caminhao trator,17756
2019,12,triciclo,1310
2019,12,utilitario,150735
2019,11,micro-onibus,39770
2019,12,micro-onibus,39869
2019,11,trator esteira,5
2019,12,chassi plataforma,200
2019,11,chassi plataforma,200
2018,9,reboque,51464
2018,8,micro-onibus,38571
2018,8,semi-reboque,38410
2018,8,trator esteira,5
2018,9,chassi plataforma,191
2006,11,reboque,35872
2006,11,side-car,80
2006,11,automovel,3781040
2006,12,caminhonete,190637
2003,12,motocicleta,287579
2003,11,motocicleta,281828
2003,11,quadriciclo,26
2003,11,trator esteira,3
2003,12,chassi plataforma,583
2010,12,bonde,10
2010,11,outros,280
2010,11,side-car,86
2010,12,triciclo,552
2010,12,quadriciclo,22
2010,12,caminhao trator,18231
2008,7,onibus,38748
2008,9,motoneta,76164
2008,8,automovel,4190299
2008,9,ciclomotor,2505
2008,8,caminhonete,302303
2008,7,trator esteira,8
2016,9,chassi plataforma,196
2012,2,bonde,9
2012,1,utilitario,54630
2012,2,caminhonete,373555
2012,2,trator esteira,6
2022,11,camioneta,518913
2014,9,bonde,8
2014,9,reboque,45423
2014,9,motoneta,124995
2014,9,automovel,5114377
2014,9,motocicleta,824568
2014,7,motocicleta,818200
2014,8,motocicleta,821448
2003,3,onibus,28857
2003,1,motoneta,44398
2003,2,side-car,31
2003,3,camioneta,339557
2003,2,ciclomotor,2192
2003,1,motocicleta,259180
2003,1,quadriciclo,26
2003,3,trator rodas,1467
2003,3,caminhao trator,11822
2005,2,side-car,67
2005,3,triciclo,182
2005,2,automovel,3496308
2005,3,micro-onibus,26384
2005,2,semi-reboque,20439
2005,3,trator rodas,1555
2020,3,bonde,8
2020,2,ciclomotor,4204
2020,3,utilitario,154549
2020,3,caminhonete,523887
2020,2,motocicleta,1019212
2020,4,chassi plataforma,201
2011,2,onibus,39521
2011,4,onibus,39751
2011,2,triciclo,567
2011,3,quadriciclo,22
2004,12,bonde,17
2004,11,outros,262
2004,12,outros,260
2004,11,reboque,34186
2004,10,reboque,34047
2004,12,caminhonete,127695
2004,12,motocicleta,319304
2023,11,onibus,50416
2023,9,automovel,6198693
2023,9,ciclomotor,5895
2023,10,micro-onibus,41714
2008,1,outros,170
2008,3,triciclo,243
2008,1,camioneta,287614
2008,2,camioneta,287614
2008,3,ciclomotor,2499
2008,2,caminhonete,227338
2008,5,bonde,23
2008,6,onibus,38642
2008,4,outros,168
2008,6,reboque,37712
2008,6,caminhao,132663
2008,4,camioneta,287620
2008,5,motocicleta,546965
2008,5,micro-onibus,27832
2023,6,caminhao,145020
2023,7,motoneta,231249
2023,6,caminhao trator,35914
2012,12,quadriciclo,22
2012,11,micro-onibus,32374
2004,8,onibus,33263
2004,9,outros,275
2004,9,motoneta,48811
2004,8,automovel,3447921
2004,7,micro-onibus,26542
2004,8,semi-reboque,19831
2004,8,trator esteira,3
2008,12,outros,219
2008,11,motoneta,77767
2008,12,motoneta,78216
2008,10,utilitario,27704
2007,10,bonde,25
2007,11,triciclo,222
2007,10,quadriciclo,24
2007,11,trator esteira,7
2007,10,trator esteira,7
2021,3,bonde,8
2021,3,caminhao,139431
2021,2,caminhao,139199
2021,2,ciclomotor,4361
2021,4,utilitario,172231
2021,1,utilitario,168654
2021,3,caminhonete,541294
2021,1,caminhao trator,31647
2021,2,caminhao trator,31855
2021,4,caminhao trator,32199
2021,3,chassi plataforma,200
2021,9,triciclo,1518
2021,10,camioneta,500479
2021,9,caminhonete,547923
2021,10,trator rodas,3533
2021,10,trator esteira,5
2021,11,caminhao trator,33802
2023,3,reboque,62436
2023,3,triciclo,1693
2023,3,camioneta,524071
2023,2,caminhonete,567112
2023,5,quadriciclo,55
2023,3,semi-reboque,47919
2023,2,semi-reboque,47743
2023,2,trator rodas,3643
2010,5,triciclo,477
2010,3,utilitario,37762
2013,6,outros,310
2013,6,motoneta,112381
2013,5,automovel,4895352
2013,6,utilitario,68565
2013,6,caminhonete,391428
2013,5,semi-reboque,33601
2013,6,trator esteira,4
2013,6,caminhao trator,18869
2013,7,chassi plataforma,223
2016,3,reboque,47528
2016,3,triciclo,959
2016,2,caminhonete,446719
2016,3,caminhonete,448409
2016,4,motocicleta,875333
2016,4,chassi plataforma,196
2006,3,onibus,34259
2006,2,onibus,34203
2006,2,outros,247
2006,3,motoneta,52899
2006,1,side-car,72
2006,2,ciclomotor,2478
2006,3,utilitario,9491
2006,2,caminhonete,163707
2006,3,trator rodas,1615
2006,5,side-car,77
2006,6,automovel,3698121
2007,6,side-car,79
2007,7,camioneta,288625
2007,6,ciclomotor,2624
2007,8,trator rodas,1797
2012,6,reboque,42568
2012,5,motoneta,104335
2012,6,side-car,88
2012,3,side-car,88
2012,6,automovel,4798014
2012,4,ciclomotor,2681
2012,5,trator esteira,5
2012,3,caminhao trator,18916
2018,12,caminhao,132385
2018,12,camioneta,465206
2018,10,motocicleta,954912
2018,12,trator esteira,5
2011,11,triciclo,641
2011,12,motocicleta,749803
2011,12,semi-reboque,31777
2017,9,outros,661
2017,7,caminhao,128744
2017,7,motoneta,150911
2017,8,triciclo,1098
2017,7,automovel,5525346
2017,9,micro-onibus,38072
2017,7,trator rodas,3214
2017,9,chassi plataforma,194
2018,1,reboque,50368
2018,3,automovel,5623872
2018,1,camioneta,442036
2018,1,quadriciclo,37
2018,2,trator rodas,3219
2003,10,outros,283
2003,7,reboque,32006
2003,7,side-car,37
2003,8,side-car,52
2003,7,automovel,3325735
2003,8,ciclomotor,2260
2003,9,micro-onibus,27023
2003,10,semi-reboque,19293
2003,10,trator esteira,3
2003,10,chassi plataforma,587
2019,3,onibus,45825
2019,2,outros,862
2019,4,automovel,5782647
2019,4,ciclomotor,4096
2019,2,utilitario,135512
2019,4,utilitario,138679
2019,3,motocicleta,973177
2019,4,caminhao trator,28340
2019,4,chassi plataforma,198
2007,3,bonde,24
2007,2,onibus,36031
2007,5,reboque,36594
2007,3,caminhao,125405
2007,5,caminhao,126138
2007,5,triciclo,214
2007,3,camioneta,291387
2007,5,ciclomotor,2491
2007,5,utilitario,15434
2007,5,caminhonete,201129
2007,2,caminhonete,192905
2007,2,semi-reboque,23772
2007,3,semi-reboque,23966
2018,4,onibus,44775
2018,4,caminhao,130547
2018,6,motoneta,159749
2018,6,side-car,91
2018,5,ciclomotor,3931
2018,5,quadriciclo,37
2018,4,quadriciclo,37
2018,4,micro-onibus,38427
2018,4,semi-reboque,37988
2018,4,caminhao trator,26743
2018,4,chassi plataforma,194
2019,6,onibus,46119
2019,5,outros,855
2019,6,caminhao,134130
2019,7,caminhao,134480
2019,7,triciclo,1256
2019,5,utilitario,140305
2019,5,quadriciclo,40
2019,6,quadriciclo,40
2019,5,trator rodas,3271
2019,5,caminhao trator,28441
2019,6,caminhao trator,28541
2014,6,motoneta,122165
2014,5,triciclo,799
2014,5,automovel,5041312
2014,5,camioneta,365178
2014,5,ciclomotor,3025
2014,4,motocicleta,808662
2014,6,motocicleta,815217
2014,4,micro-onibus,34525
2014,5,trator esteira,4
2014,3,caminhao trator,19068
2017,11,bonde,8
2017,10,reboque,49950
2017,12,caminhao,129633
2017,10,motoneta,153424
2017,11,automovel,5580224
2017,12,utilitario,119517
2017,10,motocicleta,919841
2017,10,semi-reboque,38007
2015,3,outros,484
2015,2,motoneta,129804
2015,4,camioneta,387506
2015,3,camioneta,385771
2015,3,motocicleta,841783
2015,3,quadriciclo,21
2015,3,micro-onibus,36377
2015,2,semi-reboque,35709
2004,3,onibus,32163
2004,3,outros,279
2004,4,motoneta,47904
2004,4,utilitario,4116
2004,5,utilitario,4291
2004,5,motocicleta,299677
2004,4,quadriciclo,26
2004,6,semi-reboque,19740
2004,6,trator esteira,3
2004,4,caminhao trator,12176
2004,3,chassi plataforma,633
2009,5,side-car,86
2009,6,quadriciclo,23
2009,6,micro-onibus,29564
2009,8,trator esteira,6
2020,7,bonde,8
2020,8,outros,879
2020,8,caminhao,138123
2020,6,camioneta,490255
2020,7,utilitario,158095
2020,8,motocicleta,1036664
2022,8,motocicleta,1135134
2022,9,chassi plataforma,201
2005,6,reboque,35040
2005,8,motoneta,50718
2005,8,camioneta,299131
2005,5,micro-onibus,26335
2005,8,semi-reboque,21127
2005,5,trator rodas,1560
2005,7,trator esteira,3
2005,6,trator esteira,3
2005,6,caminhao trator,13366
2005,6,chassi plataforma,725
2015,5,outros,506
2015,5,reboque,46255
2015,8,motoneta,135252
2015,6,ciclomotor,3121
2015,5,ciclomotor,3116
2015,5,caminhonete,435533
2015,6,caminhonete,438031
2015,6,semi-reboque,35982
2015,5,semi-reboque,35831
2015,8,trator esteira,4
2015,5,chassi plataforma,202
2022,4,outros,3411
2022,5,triciclo,1628
2022,5,automovel,6019366
2022,4,camioneta,508326
2022,5,micro-onibus,41301
2022,5,caminhao trator,34585
2014,2,onibus,41466
2014,2,trator rodas,2979
2014,1,trator esteira,4
2020,12,onibus,49141
2020,12,reboque,56654
2020,11,caminhao,138644
2020,10,side-car,92
2020,10,camioneta,495535
2020,11,motocicleta,1050205
2020,11,micro-onibus,40753
2020,10,micro-onibus,40662
2020,10,chassi plataforma,200
2017,3,onibus,44123
2017,2,outros,626
2017,4,triciclo,1069
2017,2,utilitario,109047
2017,3,utilitario,110086
2017,3,motocicleta,902323
2017,4,motocicleta,904561
2017,4,quadriciclo,37
2017,5,semi-reboque,37581
2017,3,trator esteira,4
2017,5,trator esteira,4
2009,1,onibus,39314
2009,3,outros,233
2009,3,reboque,38787
2009,2,motoneta,79568
2009,1,triciclo,328
2009,1,camioneta,246206
2009,3,camioneta,250190
2009,4,caminhonete,317624
2009,4,quadriciclo,23
2009,2,micro-onibus,28883
2009,4,micro-onibus,29157
2009,4,trator esteira,7
2009,1,caminhao trator,17232
2009,1,chassi plataforma,607
2011,6,outros,278
2011,8,side-car,87
2011,5,caminhonete,359579
2011,6,quadriciclo,22
2011,8,quadriciclo,22
2011,7,trator esteira,5
2014,10,quadriciclo,20
2014,10,micro-onibus,35545
2014,10,trator rodas,3025
2013,2,onibus,41005
2013,1,onibus,40932
2013,1,reboque,43362
2013,4,caminhao,117723
2013,3,caminhao,117866
2013,2,motoneta,109569
2013,4,motoneta,110913
2013,4,triciclo,742
2013,1,triciclo,734
2013,1,utilitario,63737
2013,3,caminhonete,386479
2013,2,semi-reboque,33262
2013,3,trator rodas,2946
2013,1,trator esteira,4
2013,4,caminhao trator,18614
2021,7,onibus,49701
2021,6,reboque,57795
2021,5,reboque,57599
2021,8,motoneta,197457
2021,7,motoneta,195852
2021,7,side-car,93
2021,6,utilitario,175018
2021,6,motocicleta,1072391
2021,5,quadriciclo,45
2021,8,quadriciclo,45
2021,8,micro-onibus,40869
2021,8,semi-reboque,43529
2021,8,trator rodas,3528
2021,8,trator esteira,5
2010,7,reboque,40224
2010,10,motoneta,91950
2010,10,triciclo,527
2010,9,micro-onibus,31201
2010,7,semi-reboque,29116
2010,6,semi-reboque,28889
2010,10,trator rodas,2494
2010,6,caminhao trator,18003
2006,10,onibus,34919
2006,7,automovel,3715354
2006,7,ciclomotor,2484
2006,10,motocicleta,417105
2006,8,motocicleta,407513
2006,9,micro-onibus,26634
2006,7,micro-onibus,26640
2006,9,semi-reboque,23111
2006,10,caminhao trator,14551
2006,8,caminhao trator,14307
2007,1,trator rodas,1719
2023,12,quadriciclo,57
2023,12,side-car,95
2015,9,bonde,8
2005,10,reboque,35345
2005,10,caminhao,121433
2005,12,triciclo,187
2005,11,camioneta,296526
2005,12,ciclomotor,2469
2005,10,utilitario,8018
2005,12,utilitario,8700
2009,11,bonde,13
2009,10,automovel,4455452
2009,9,ciclomotor,2510
2009,11,ciclomotor,2512
2009,10,semi-reboque,27909
2016,7,onibus,43816
2016,6,motoneta,142388
2016,6,camioneta,414538
2016,5,caminhonete,451807
2016,6,caminhonete,453638
2013,9,bonde,7
2013,9,onibus,40857
2013,11,side-car,89
2013,9,ciclomotor,2951
2013,10,caminhonete,396946
2013,11,trator esteira,4
2013,10,caminhao trator,18951
2005,1,outros,260
2005,1,caminhonete,128127
2005,1,motoneta,49424
2009,12,trator esteira,5
2021,12,triciclo,1537
2021,12,motocicleta,1096549
2019,1,motoneta,165392
2019,1,triciclo,1200
2015,12,reboque,47200
2015,11,reboque,47021
2015,12,triciclo,940
2015,12,automovel,5318961
2015,12,caminhonete,445278
2015,12,quadriciclo,21
2020,1,motoneta,177242
2020,1,side-car,91
2017,1,ciclomotor,3526
2017,1,reboque,48879
2013,12,semi-reboque,34327
2015,1,quadriciclo,21
2015,1,caminhonete,427539
2015,1,reboque,45898
2015,1,semi-reboque,35652
2016,1,utilitario,98847
2016,1,outros,577
2016,1,caminhao trator,23047
2022,2,side-car,93
2022,1,ciclomotor,4664
2022,2,caminhonete,551400
2022,2,semi-reboque,46236
2022,1,trator esteira,5
2019,9,camioneta,482050
2019,9,micro-onibus,39597
2019,9,trator esteira,5
2019,9,caminhao trator,29046
2011,1,reboque,40844
2011,1,ciclomotor,2550
2011,1,camioneta,287444
2011,1,motoneta,93109
2011,10,bonde,9
2011,9,onibus,40331
2011,10,triciclo,630
2012,9,bonde,8
2012,8,onibus,41203
2012,7,outros,286
2012,7,side-car,88
2012,8,triciclo,701
2012,9,automovel,4823060
2012,7,motocicleta,767940
2012,7,micro-onibus,32396
2012,9,semi-reboque,32763
2016,11,onibus,44162
2016,11,motoneta,145235
2016,11,utilitario,107228
2016,12,motocicleta,895211
2016,11,micro-onibus,37892
2016,12,trator rodas,3187
2003,6,bonde,17
2003,6,onibus,28506
2003,4,outros,284
2003,5,motoneta,45479
2003,5,caminhonete,106336
2004,1,onibus,31476
2004,1,outros,278
2004,1,ciclomotor,2301
2004,1,quadriciclo,26
2004,2,quadriciclo,26
2004,1,semi-reboque,19350
2004,1,trator esteira,3
2010,1,onibus,39184
2010,1,side-car,86
2010,1,triciclo,414
2010,1,automovel,4486508
2010,1,quadriciclo,22
2010,2,micro-onibus,30441
2010,2,semi-reboque,28294
2019,12,motoneta,176305
2019,11,side-car,91
2019,11,utilitario,149380
2019,11,caminhonete,518187
2019,12,motocicleta,1011478
2019,11,trator rodas,3346
2019,12,trator rodas,3348
2018,9,bonde,8
2018,8,onibus,45067
2018,9,motoneta,162313
2018,8,automovel,5689651
2018,8,caminhonete,492600
2018,9,semi-reboque,38453
2018,8,trator rodas,3230
2006,11,onibus,35270
2006,11,motoneta,57767
2006,11,ciclomotor,2488
2006,12,utilitario,13077
2006,11,motocicleta,422181
2006,12,semi-reboque,23511
2006,12,trator esteira,6
2003,12,motoneta,47111
2003,12,trator esteira,3
2010,12,motoneta,92703
2010,12,automovel,4617635
2010,11,ciclomotor,2548
2010,11,utilitario,42739
2010,11,micro-onibus,31290
2010,11,trator rodas,2540
2008,7,bonde,22
2008,8,outros,186
2008,7,reboque,37845
2008,9,reboque,38016
2008,9,semi-reboque,26498
2008,7,semi-reboque,26231
2016,9,reboque,48321
2016,9,automovel,5420430
2016,9,micro-onibus,37906
