id_osm_radar,limite_velocidade,limite_velocidade_pesados,geometry
9017745767,50,NA,"c(-46.5343739, -23.5500382)"
9017745768,50,NA,"c(-46.5340879, -23.5500853)"
9017745769,50,NA,"c(-46.5256655, -23.5477834)"
9017745770,50,NA,"c(-46.5257635, -23.5478643)"
9017745771,50,NA,"c(-46.5307053, -23.5439043)"
9017745772,50,NA,"c(-46.5306549, -23.5437981)"
9017745784,50,NA,"c(-46.5167843, -23.5553092)"
9017745785,50,NA,"c(-46.516885, -23.5553517)"
9017745786,50,NA,"c(-46.5085937, -23.5631832)"
9017745792,40,NA,"c(-46.4997505, -23.5726223)"
9017745793,40,NA,"c(-46.4997637, -23.5726786)"
9017745794,50,NA,"c(-46.497081, -23.5789791)"
9017745800,50,NA,"c(-46.4926573, -23.5799094)"
9017745807,50,NA,"c(-46.4713338, -23.5925567)"
9017745808,50,NA,"c(-46.4711511, -23.5930273)"
9021000557,40,NA,"c(-46.5306303, -23.5972853)"
9021000558,40,NA,"c(-46.5306838, -23.59735)"
9021000559,50,NA,"c(-46.5292109, -23.5995031)"
9021000560,50,NA,"c(-46.5305023, -23.5993527)"
9021000561,50,NA,"c(-46.5227349, -23.6177073)"
9021000562,50,NA,"c(-46.5233099, -23.6205702)"
9023497294,50,NA,"c(-46.4657183, -23.6220152)"
9023497295,50,NA,"c(-46.449, -23.6210423)"
9023497296,50,NA,"c(-46.4505455, -23.6251787)"
9023497297,50,NA,"c(-46.4709153, -23.6143857)"
9023497298,50,NA,"c(-46.4732198, -23.612322)"
9105546313,40,NA,"c(-46.7130641, -23.4421565)"
9105546314,40,NA,"c(-46.7131242, -23.4421214)"
9105583307,40,NA,"c(-46.7026841, -23.4481052)"
9111937702,40,NA,"c(-46.5215835, -23.7073779)"
9159463045,50,NA,"c(-46.5294816, -23.476171)"
9172085694,50,NA,"c(-46.6487693, -23.5545829)"
9178947326,50,NA,"c(-46.4911076, -23.6128978)"
9178947333,60,NA,"c(-46.4843517, -23.6269934)"
9178947334,50,NA,"c(-46.4860899, -23.6245303)"
9178947335,50,NA,"c(-46.4870842, -23.6247716)"
9178947338,50,NA,"c(-46.5012081, -23.6258159)"
9178947339,50,NA,"c(-46.5014091, -23.6260672)"
9187608228,50,NA,"c(-46.4827573, -23.6022544)"
9187608229,50,NA,"c(-46.4825208, -23.602689)"
9190406141,30,NA,"c(-46.5219711, -23.6902671)"
9197862096,50,NA,"c(-46.6916631, -23.5249746)"
9197862097,50,NA,"c(-46.6982573, -23.5249342)"
9201200783,40,NA,"c(-46.7177987, -23.5358318)"
9201200784,50,NA,"c(-46.7224592, -23.5372192)"
9201200785,50,NA,"c(-46.7224405, -23.537102)"
9201200787,40,NA,"c(-46.7085893, -23.5380636)"
9202640174,40,NA,"c(-46.6974915, -23.5389402)"
9202640175,50,NA,"c(-46.7147828, -23.5486237)"
9268895687,30,NA,"c(-46.5218705, -23.6903576)"
9270377483,NA,NA,"c(-46.6505194, -23.5978194)"
9278046496,50,NA,"c(-46.7171503, -23.6011778)"
9278046507,50,NA,"c(-46.7124297, -23.6043783)"
9278046509,50,NA,"c(-46.7258308, -23.6083204)"
9278046510,50,NA,"c(-46.7258714, -23.6082976)"
9278125322,40,NA,"c(-46.7408014, -23.6166997)"
9278125323,50,NA,"c(-46.7373585, -23.6242461)"
9278125332,60,NA,"c(-46.7203851, -23.6371559)"
9278125333,90,60,"c(-46.7213263, -23.6378368)"
9278125362,50,NA,"c(-46.6971608, -23.6223742)"
9278125363,50,NA,"c(-46.6972949, -23.6224668)"
9288086275,40,NA,"c(-46.5078547, -23.5974947)"
9288086277,40,NA,"c(-46.541282, -23.5973791)"
9288086278,40,NA,"c(-46.5532759, -23.5984475)"
9288086279,40,NA,"c(-46.6673756, -23.5061846)"
9288086280,40,NA,"c(-46.6437862, -23.468518)"
9288086281,50,NA,"c(-46.6541355, -23.4625719)"
9288086282,50,NA,"c(-46.6657671, -23.4651078)"
9288086283,50,NA,"c(-46.6657229, -23.465214)"
9290590282,50,NA,"c(-46.7481812, -23.5581386)"
9290632915,50,NA,"c(-46.7573367, -23.5680727)"
9290665117,50,NA,"c(-46.7655579, -23.5751845)"
9290665120,90,80,"c(-46.7690314, -23.5837453)"
9290665121,90,80,"c(-46.7789258, -23.583599)"
9290665123,50,NA,"c(-46.7548559, -23.5650031)"
9290665124,50,NA,"c(-46.7322875, -23.5436691)"
9290665125,50,NA,"c(-46.7322696, -23.5434433)"
9290665126,90,NA,"c(-46.7460856, -23.5346453)"
9301153937,50,NA,"c(-46.6647563, -23.5946894)"
9301153939,50,NA,"c(-46.6755538, -23.5977878)"
9301153940,50,NA,"c(-46.6782107, -23.5976204)"
9301153941,50,NA,"c(-46.6800066, -23.5957894)"
9301153951,60,NA,"c(-46.6906232, -23.5863825)"
9337895493,50,NA,"c(-46.5546249, -23.6813851)"
9337895494,50,NA,"c(-46.554743, -23.6812501)"
9337895501,40,NA,"c(-46.5453403, -23.6856162)"
9337895502,50,NA,"c(-46.5509824, -23.6888591)"
9337895503,50,NA,"c(-46.5511673, -23.6889346)"
9337895507,40,NA,"c(-46.5465365, -23.6894348)"
9367378002,60,NA,"c(-46.4696383, -23.6778734)"
9376593168,50,NA,"c(-46.7078479, -23.4795628)"
9376593169,50,NA,"c(-46.7076919, -23.4794784)"
9376623864,50,NA,"c(-46.7099138, -23.4909573)"
9376623865,50,NA,"c(-46.708101, -23.495898)"
9384109373,40,NA,"c(-46.5034291, -23.6215015)"
9384109374,40,NA,"c(-46.5034711, -23.6214792)"
9384109394,50,NA,"c(-46.5044807, -23.5724356)"
9423441873,40,NA,"c(-46.709626, -23.5192453)"
9423441879,50,NA,"c(-46.7073836, -23.5246238)"
9423647979,50,NA,"c(-46.7230795, -23.5195654)"
9423647980,50,NA,"c(-46.7231311, -23.5196515)"
9423647981,50,NA,"c(-46.7387959, -23.5293429)"
9423647984,50,NA,"c(-46.7408466, -23.5222141)"
9423647985,50,NA,"c(-46.7324795, -23.5365288)"
9423647988,50,NA,"c(-46.7303341, -23.5384537)"
9455996768,40,NA,"c(-46.6056787, -23.6018783)"
9527374134,60,NA,"c(-46.7998637, -23.5583673)"
9536907740,50,NA,"c(-46.553462, -23.6692514)"
9568880879,30,NA,"c(-46.8251611, -23.4108711)"
9583297316,40,NA,"c(-46.6249282, -23.50396)"
9592286314,30,NA,"c(-46.8242536, -23.4118452)"
9607414553,50,NA,"c(-46.426614, -23.5131664)"
9607414560,50,NA,"c(-46.4259757, -23.513457)"
9641874431,40,NA,"c(-46.5689764, -23.7073615)"
9643789753,50,NA,"c(-46.7115707, -23.5423262)"
9643789754,50,NA,"c(-46.7116366, -23.542339)"
9643789783,40,NA,"c(-46.7103621, -23.548565)"
9657264260,40,NA,"c(-46.561213, -23.6904185)"
9704714306,50,NA,"c(-46.6565184, -23.6661532)"
9704714307,50,NA,"c(-46.6549809, -23.6666744)"
9704742473,50,NA,"c(-46.6639232, -23.6582864)"
9704746845,50,NA,"c(-46.6358571, -23.6585335)"
9704746846,50,NA,"c(-46.6360636, -23.6577911)"
9704773526,50,NA,"c(-46.6360211, -23.6685983)"
9735697216,NA,NA,"c(-46.52053, -23.7056017)"
9735757217,40,NA,"c(-46.5216344, -23.7072192)"
9753062245,50,NA,"c(-46.5301341, -23.7110249)"
9753062246,50,NA,"c(-46.5302888, -23.7109065)"
9753062257,50,NA,"c(-46.5331791, -23.7154579)"
9759495327,40,NA,"c(-46.5356334, -23.7067997)"
9773933425,NA,NA,"c(-46.5206027, -23.7057482)"
9776143599,50,NA,"c(-46.5540571, -23.5040955)"
9789081266,50,NA,"c(-46.5836985, -23.757299)"
9789081267,40,NA,"c(-46.577927, -23.7560181)"
9789081268,40,NA,"c(-46.5772171, -23.7556894)"
9789199619,NA,NA,"c(-46.5502132, -23.7229198)"
9789199666,50,NA,"c(-46.5479927, -23.7217377)"
9789263459,50,NA,"c(-46.533067, -23.7151523)"
9791423189,50,NA,"c(-46.5934935, -23.544606)"
9791426939,NA,NA,"c(-46.6024427, -23.5479559)"
9792677775,NA,NA,"c(-46.6706701, -23.5096502)"
9792695966,50,NA,"c(-46.6773924, -23.5646813)"
9807625559,NA,NA,"c(-46.5778413, -23.6979053)"
9906565241,40,NA,"c(-46.7496782, -23.5830219)"
9927093805,50,NA,"c(-46.4307441, -23.6655339)"
9932018953,50,NA,"c(-46.4243737, -23.6691553)"
9934507824,50,NA,"c(-46.5687795, -23.7115756)"
9934507825,50,NA,"c(-46.5684426, -23.7114298)"
9966842541,NA,NA,"c(-46.4441158, -23.5957721)"
9966867572,50,NA,"c(-46.4447876, -23.5977084)"
9982051261,50,NA,"c(-46.5071569, -23.6923762)"
9987830701,20,NA,"c(-46.6566494, -23.4297749)"
10005312979,60,NA,"c(-46.5796995, -23.6926153)"
10019267568,40,NA,"c(-46.7718469, -23.6186555)"
10027630450,60,NA,"c(-46.7009546, -23.6133433)"
10027630456,90,60,"c(-46.7015178, -23.6176722)"
10027630457,60,50,"c(-46.7056382, -23.6244689)"
10028611549,40,NA,"c(-46.4446243, -23.5977146)"
10029850550,50,NA,"c(-46.6939117, -23.6370933)"
10029850556,50,NA,"c(-46.6937333, -23.6370589)"
10032382257,50,NA,"c(-46.6079285, -23.6844812)"
10080850011,50,NA,"c(-46.5656486, -23.7111783)"
10104461084,50,NA,"c(-46.7378708, -23.6700416)"
10104461085,50,NA,"c(-46.7378197, -23.670161)"
10104461087,50,NA,"c(-46.6794201, -23.6614029)"
10104461089,50,NA,"c(-46.6875826, -23.6804649)"
10104461091,50,NA,"c(-46.6975273, -23.689569)"
10104461092,50,NA,"c(-46.7013996, -23.7014187)"
10104461093,50,NA,"c(-46.7014607, -23.7014074)"
10104461094,40,NA,"c(-46.7015523, -23.6933762)"
10104461095,40,NA,"c(-46.701603, -23.6933762)"
10104461096,50,NA,"c(-46.7068772, -23.678737)"
